Company	Revenue Type	Commodity	Revenue		
TANA EXPLORATION CO LLC	ONRR - Other Revenues	Oil & Gas	$54,002.72 		
TANA EXPLORATION CO LLC	ONRR - Royalties	Gas	$1,132,726.61 		
TANA EXPLORATION CO LLC	ONRR - Royalties	Oil	$3,728,827.75 		
TANA EXPLORATION CO LLC	ONRR/BLM - Rents	Oil & Gas	$1,860.00 		
TANDEM ENERGY CORP	ONRR - Civil Penalties	N/A	$44,400.00 		
TANDEM ENERGY CORP	ONRR - Other Revenues	N/A	$9,442.31 		
TANDEM ENERGY CORP	ONRR - Other Revenues	Oil & Gas	$1,821.13 		
TANDEM ENERGY CORP	ONRR - Royalties	Gas	$2,414.37 		
TANDEM ENERGY CORP	ONRR - Royalties	Oil	$88,848.46 		
TANDEM ENERGY CORP	ONRR/BLM - Rents	Oil & Gas	$160.00 		
TAP ROCK OPERATING LLC	BLM - Permit Fees	Oil & Gas	$25,000.00 		
TAP ROCK OPERATING LLC	ONRR - Other Revenues	Oil & Gas	$15,550.00 		
TAP ROCK OPERATING LLC	ONRR - Royalties	Gas	$62,724.48 		
TAP ROCK OPERATING LLC	ONRR - Royalties	Oil	$27,599.71 		
TAP ROCK OPERATING LLC	ONRR/BLM - Rents	Oil & Gas	$10,086.00 		
TAPSTONE ENERGY LLC	ONRR - Royalties	Gas	$121,478.53 		
TAPSTONE ENERGY LLC	ONRR - Royalties	Oil	$43,013.06 		
TAQA NORTH USA INC	ONRR - Other Revenues	Oil & Gas	$1,969.27 		
TAQA NORTH USA INC	ONRR - Royalties	Gas	$4,340.10 		
TAQA NORTH USA INC	ONRR - Royalties	Oil	$283,036.65 		
TAQA NORTH USA INC	ONRR/BLM - Rents	Oil & Gas	$530.00 		
TARPON	ONRR - Inspection Fees	Oil & Gas	$16,700.00 		
TARPON	ONRR - Other Revenues	Oil & Gas	$46,879.29 		
TARPON	ONRR - Royalties	Gas	$297,598.19 		
TARPON	ONRR - Royalties	Oil	$916,877.85 		
TARPON	ONRR/BLM - Rents	Oil & Gas	$32,120.00 		
TATA CHEMICALS PARTNERS	ONRR - Other Revenues	Sodium	$29,195.86 		
TATA CHEMICALS PARTNERS	ONRR - Royalties	Other Commodities	$1,921,428.62 		
TATA CHEMICALS PARTNERS	ONRR/BLM - Rents	Sodium	$201.00 		
TEIKOKU OIL (NA) CO LTD	ONRR - Other Revenues	Oil & Gas	($48,788.98)		
TEIKOKU OIL (NA) CO LTD	ONRR - Royalties	Gas	$89,828.57 		
TEIKOKU OIL (NA) CO LTD	ONRR - Royalties	Oil	$1,965,481.50 		
TELLUS OPERATING GROUP LLC	ONRR - Other Revenues	Oil & Gas	$1,917.39 		
TELLUS OPERATING GROUP LLC	ONRR - Royalties	Gas	$69,094.40 		
TELLUS OPERATING GROUP LLC	ONRR - Royalties	Oil	$278,201.02 		
TERRA ENERGYPARTNERS	BLM - Permit Fees	Oil & Gas	$1,010,119.00 		
TERRA ENERGYPARTNERS	ONRR - Other Revenues	Oil & Gas	$55,810.11 		
TERRA ENERGYPARTNERS	ONRR - Royalties	Gas	$45,189,536.59 		
TERRA ENERGYPARTNERS	ONRR - Royalties	Oil	$2,478,739.56 		
TERRA ENERGYPARTNERS	ONRR - Royalties	Other Commodities	$25,899.63 		
TERRA ENERGYPARTNERS	ONRR/BLM - Rents	Oil & Gas	$39,339.50 		
TERRA-GEN POWER LLC	ONRR - Other Revenues	Geothermal	$4,862.00 		
TERRA-GEN POWER LLC	ONRR - Royalties	Geothermal	$233,975.99 		
TEXAS PETROLEUM INVESTMENT CO	ONRR - Other Revenues	Oil & Gas	$28,564.79 		
TEXAS PETROLEUM INVESTMENT CO	ONRR - Royalties	Gas	$10,008.17 		
TEXAS PETROLEUM INVESTMENT CO	ONRR - Royalties	Oil	$1,055,388.57 		
TEZAK HEAVY EQUIPMENT	BLM - Permit Fees	Mineral Materials	$315,316.91 		
THE ANSCHUTZ CORP	BLM - Permit Fees	Oil & Gas	$231,335.00 		
THE ANSCHUTZ CORP	ONRR - Other Revenues	Oil & Gas	$15,458.11 		
THE ANSCHUTZ CORP	ONRR - Royalties	Gas	$193,857.51 		
THE ANSCHUTZ CORP	ONRR - Royalties	Oil	$681,988.76 		
THE ANSCHUTZ CORP	ONRR/BLM - Bonus	Oil & Gas	$13,424,400.00 		
THE ANSCHUTZ CORP	ONRR/BLM - Rents	Oil & Gas	$92,399.49 		
THE MOSAIC CO	ONRR - Other Revenues	Phosphate	$1,391.00 		
THE MOSAIC CO	ONRR - Other Revenues	Potassium	$159,932.47 		
THE MOSAIC CO	ONRR - Royalties	Other Commodities	$4,325,507.41 		
THE MOSAIC CO	ONRR/BLM - Rents	Phosphate	$61.00 		
THE MOSAIC CO	ONRR/BLM - Rents	Potassium	$1,401.00 		
THE TERMO CO	ONRR - Other Revenues	Oil & Gas	$9,315.48 		
THE TERMO CO	ONRR - Royalties	Gas	$40,184.36 		
THE TERMO CO	ONRR - Royalties	Oil	$248,482.81 		
THE TERMO CO	ONRR/BLM - Rents	Oil & Gas	$2,501.00 		
THOMPSON CREEK METALS CO INC	BLM - Permit Fees	Locatable Minerals	$170,035.00 		
THOMPSON ENGR & PROD CORP	ONRR - Other Revenues	N/A	$972.00 		
THOMPSON ENGR & PROD CORP	ONRR - Other Revenues	Oil & Gas	$11,426.84 		
THOMPSON ENGR & PROD CORP	ONRR - Royalties	Gas	$676,402.27 		
THOMPSON ENGR & PROD CORP	ONRR - Royalties	Oil	$116,945.94 		
THOMPSON J CLEO	ONRR - Other Revenues	Oil & Gas	$4,027.36 		
THOMPSON J CLEO	ONRR - Royalties	Gas	$44,397.14 		
THOMPSON J CLEO	ONRR - Royalties	Oil	$52,846.72 		
THOMPSON J CLEO	ONRR/BLM - Rents	Oil & Gas	$2,880.00 		
THOROFARE RESOURCES INC	ONRR - Other Revenues	N/A	$436.00 		
THOROFARE RESOURCES INC	ONRR - Other Revenues	Oil & Gas	$1,733.32 		
THOROFARE RESOURCES INC	ONRR - Royalties	Gas	$42,241.54 		
THOROFARE RESOURCES INC	ONRR - Royalties	Oil	$60,014.66 		
THOROUGHFARE MINING LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$138,179.38 		
TIMBERLINE PROD CO	ONRR - Royalties	Oil	$104,889.67 		
TIMBERLINE PROD CO	ONRR/BLM - Rents	Oil & Gas	$5,546.00 		
TIMBERLINE RESOURCES CORP	BLM - Permit Fees	Locatable Minerals	$126,335.00 		
TITAN RESOURCES LIMITED	ONRR/BLM - Bonus	Oil & Gas	$31,842,662.00 		
TITAN RESOURCES LIMITED	ONRR/BLM - Rents	Oil & Gas	$8,235.00 		
TOLSA WYOMING BENTONITE CORP	BLM - Permit Fees	Locatable Minerals	$171,585.00 		
TONKIN SPRINGS LLC	BLM - Permit Fees	Locatable Minerals	$160,671.00 		
TOTAL E&P USA INC	ONRR - Other Revenues	Oil & Gas	$0.00 		
TOTAL E&P USA INC	ONRR - Royalties	Gas	$1,804,550.01 		
TOTAL E&P USA INC	ONRR - Royalties	Oil	$27,294,310.43 		
TOTAL E&P USA INC	ONRR/BLM - Bonus	Oil & Gas	$31,799,283.00 		
TOTAL E&P USA INC	ONRR/BLM - Rents	Oil & Gas	$633,600.00 		
TRANSWORLD SYSTEMS PETROLEUM INC	ONRR - Royalties	Oil	$379,281.07 		
TRANSWORLD SYSTEMS PETROLEUM INC	ONRR/BLM - Rents	Oil & Gas	$866.00 		
TRAPPER MINING INC	ONRR - Royalties	Coal	Withheld		
TRAPPER MINING INC	ONRR/BLM - Rents	Coal	Withheld		
TRAPPER MINING INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$395,089.06 		
TRUE OIL	BLM - Permit Fees	Oil & Gas	$88,970.00 		
TRUE OIL	ONRR - Other Revenues	Oil & Gas	$30,791.65 		
TRUE OIL	ONRR - Royalties	Gas	$324,054.73 		
TRUE OIL	ONRR - Royalties	Oil	$4,940,367.47 		
TRUE OIL	ONRR/BLM - Bonus	Oil & Gas	$194,350.00 		
TRUE OIL	ONRR/BLM - Rents	Oil & Gas	$41,543.50 		
TRUJILLO ANN M	ONRR/BLM - Bonus	Oil & Gas	$1,039,290.00 		
TRUJILLO ANN M	ONRR/BLM - Rents	Oil & Gas	$3,747.00 		
TURLOCK IRRIGATION DISTRICT	ONRR - Other Revenues	Oil & Gas	$5,776.13 		
TURLOCK IRRIGATION DISTRICT	ONRR - Royalties	Gas	$244,099.73 		
TWIN EAGLE CRUDE & LEASEHOLD GATHERING	ONRR - Other Revenues	Oil & Gas	$466.74 		
TWIN EAGLE CRUDE & LEASEHOLD GATHERING	ONRR - Royalties	Oil	$357,943.04 		
UCOLO EXPLORATION CORP.	BLM - Permit Fees	Locatable Minerals	$137,020.00 		
ULTRA PETROLEUM	ONRR - Other Revenues	Oil & Gas	$42,656.06 		
ULTRA PETROLEUM	ONRR - Royalties	Gas	$98,507,406.25 		
ULTRA PETROLEUM	ONRR - Royalties	Oil	$16,743,959.39 		
ULTRA PETROLEUM	ONRR/BLM - Rents	Oil & Gas	$3,902.00 		
ULTRA RESOURCES INC	BLM - Permit Fees	Oil & Gas	$3,121,300.00 		
UNIT PETROLEUM CO	ONRR - Other Revenues	Oil & Gas	($12,061.16)		
UNIT PETROLEUM CO	ONRR - Royalties	Gas	$101,942.54 		
UNIT PETROLEUM CO	ONRR - Royalties	Oil	$11,786.20 		
UNIT PETROLEUM CO	ONRR/BLM - Rents	Oil & Gas	$288.00 		
UNITED COAL CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	$223,319.84 		
UNITED NATURAL GAS A COLORADO LLC	ONRR - Other Revenues	Oil & Gas	$14,562.66 		
UNITED NATURAL GAS A COLORADO LLC	ONRR - Royalties	Gas	$6,362.67 		
UNITED NATURAL GAS A COLORADO LLC	ONRR - Royalties	Oil	$2,090.37 		
UNITED NATURAL GAS A COLORADO LLC	ONRR/BLM - Bonus	Oil & Gas	$148,336.00 		
UNITED NATURAL GAS A COLORADO LLC	ONRR/BLM - Rents	Oil & Gas	$12,394.00 		
UNITED SALT CORP	ONRR - Royalties	Other Commodities	Withheld		
UR ENERGY USA INC	BLM - Permit Fees	Locatable Minerals	$258,230.00 		
URANERZ ENERGY CORP	BLM - Permit Fees	Locatable Minerals	$347,355.00 		
URANIUM ENERGY CORP	BLM - Permit Fees	Locatable Minerals	$109,435.00 		
URANIUM ONE AMERICAS INC	BLM - Permit Fees	Locatable Minerals	$660,920.00 		
URANIUM RESOURCES INC	BLM - Permit Fees	Locatable Minerals	$137,950.00 		
URBAN OIL AND GAS LLC	ONRR - Other Revenues	Oil & Gas	$11,240.92 		
URBAN OIL AND GAS LLC	ONRR - Royalties	Gas	$1,249,135.96 		
URBAN OIL AND GAS LLC	ONRR - Royalties	Oil	$132,974.25 		
URBAN OIL AND GAS LLC	ONRR/BLM - Rents	Oil & Gas	$31,742.50 		
URSA OPERATING CO LLC	BLM - Permit Fees	Oil & Gas	$387,699.00 		
URSA OPERATING CO LLC	ONRR - Other Revenues	Oil & Gas	$202,656.22 		
URSA OPERATING CO LLC	ONRR - Royalties	Gas	$1,001,707.41 		
URSA OPERATING CO LLC	ONRR - Royalties	Oil	$89,422.87 		
URSA OPERATING CO LLC	ONRR/BLM - Rents	Oil & Gas	$14,635.50 		
US GEOTHERMAL INC	BLM - Permit Fees	Geothermal   	$320.00 		
US GEOTHERMAL INC	ONRR - Other Revenues	Geothermal	$31,832.00 		
US GEOTHERMAL INC	ONRR - Royalties	Geothermal	$65,231.29 		
US GEOTHERMAL INC	ONRR/BLM - Bonus	Geothermal	$2,242.00 		
US GEOTHERMAL INC	ONRR/BLM - Rents	Geothermal	$80,565.00 		
US MINE CORP	BLM - Permit Fees	Locatable Minerals	$121,811.00 		
US MINE CORP	BLM - Permit Fees	Mineral Materials	$1,950.00 		
US WIND INC	ONRR/BLM - Rents	Wind	$789,180.00 		
USIBELLI COAL MINE INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$247,269.20 		
UTAH GAS OP LTD	BLM - Permit Fees	Oil & Gas	$178,830.00 		
VANGUARD NATURAL RESOURCES LLC	BLM - Permit Fees	Oil & Gas	$269,080.00 		
VANGUARD NATURAL RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	$528,212.74 		
VANGUARD NATURAL RESOURCES LLC	ONRR - Royalties	Gas	$21,895,299.12 		
VANGUARD NATURAL RESOURCES LLC	ONRR - Royalties	Oil	$3,450,216.08 		
VANGUARD NATURAL RESOURCES LLC	ONRR - Royalties	Other Commodities	$553.03 		
VANGUARD NATURAL RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	$24,750.90 		
VANGUARD OPERATING LLC	BLM - Permit Fees	Oil & Gas	$126,310.00 		
VAQUERO ENERGY	ONRR - Other Revenues	Oil & Gas	$44,341.63 		
VAQUERO ENERGY	ONRR - Royalties	Gas	$184,221.36 		
VAQUERO ENERGY	ONRR - Royalties	Oil	($798.91)		
VENARI OFFSHORE LLC	ONRR/BLM - Rents	Oil & Gas	$2,177,280.00 		
VENOCO INC	ONRR - Other Revenues	Oil & Gas	$142,084.44 		
VENOCO INC	ONRR - Royalties	Gas	$116,037.34 		
VENOCO INC	ONRR - Royalties	Oil	$5,414,193.18 		
VENOCO INC	ONRR/BLM - Rents	Oil & Gas	$3,590.00 		
VERMILION ENERGY USA	BLM - Permit Fees	Oil & Gas	$117,385.00 		
VERMILION ENERGY USA	ONRR - Other Revenues	Oil & Gas	$17,239.45 		
VERMILION ENERGY USA	ONRR - Royalties	Gas	$85,165.19 		
VERMILION ENERGY USA	ONRR - Royalties	Oil	$1,129,977.36 		
VERMILION ENERGY USA	ONRR/BLM - Bonus	Oil & Gas	$583,384.00 		
VERMILION ENERGY USA	ONRR/BLM - Rents	Oil & Gas	$78,471.00 		
VERNON E FAULCONER INC	ONRR - Other Revenues	N/A	$972.00 		
VERNON E FAULCONER INC	ONRR - Other Revenues	Oil & Gas	($4,368.68)		
VERNON E FAULCONER INC	ONRR - Royalties	Gas	$187,188.17 		
VERNON E FAULCONER INC	ONRR - Royalties	Oil	$18,392.57 		
VIGO COAL OPERATING CO INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$563,599.30 		
VIKING EXPLORATION INC	ONRR - Other Revenues	Oil & Gas	$160.00 		
VIKING EXPLORATION INC	ONRR/BLM - Bonus	Oil & Gas	$1,362,322.00 		
VIKING EXPLORATION INC	ONRR/BLM - Rents	Oil & Gas	$55,125.00 		
VINEYARD WIND LLC	ONRR/BLM - Rents	Wind	$500,658.00 		
VULCAN MATERIALS CO	BLM - Permit Fees	Mineral Materials	$133,277.10 		
W & T OFFSHORE INC	ONRR - Civil Penalties	N/A	$207,750.00 		
W & T OFFSHORE INC	ONRR - Inspection Fees	Oil & Gas	$891,700.00 		
W & T OFFSHORE INC	ONRR - Other Revenues	N/A	$9,238.74 		
W & T OFFSHORE INC	ONRR - Other Revenues	Oil & Gas	($1,703,892.05)		
W & T OFFSHORE INC	ONRR - Royalties	Gas	$20,083,845.33 		
W & T OFFSHORE INC	ONRR - Royalties	Oil	$53,355,620.05 		
W & T OFFSHORE INC	ONRR - Royalties	Other Commodities	$3.88 		
W & T OFFSHORE INC	ONRR/BLM - Bonus	Oil & Gas	$125,063.00 		
W & T OFFSHORE INC	ONRR/BLM - Rents	Oil & Gas	$676,164.00 		
WALTER OIL & GAS CORP	ONRR - Civil Penalties	N/A	$21,000.00 		
WALTER OIL & GAS CORP	ONRR - Inspection Fees	Oil & Gas	$533,000.00 		
WALTER OIL & GAS CORP	ONRR - Other Revenues	Oil & Gas	$3,145,364.42 		
WALTER OIL & GAS CORP	ONRR - Royalties	Gas	$13,905,387.30 		
WALTER OIL & GAS CORP	ONRR - Royalties	Oil	$45,980,244.82 		
WALTER OIL & GAS CORP	ONRR/BLM - Bonus	Oil & Gas	$6,268,088.00 		
WALTER OIL & GAS CORP	ONRR/BLM - Rents	Oil & Gas	$748,485.00 		
WARREN RESOURCES INC	ONRR - Other Revenues	Oil & Gas	$14,930.23 		
WARREN RESOURCES INC	ONRR - Royalties	Gas	$958,170.99 		
WARREN RESOURCES INC	ONRR/BLM - Rents	Oil & Gas	$109,990.60 		
WARRIOR MET COAL MINING LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$670,764.76 		
WAVE PETROLEUM LLC	BLM - Permit Fees	Oil & Gas	$153,590.00 		
WAVE PETROLEUM LLC	ONRR - Other Revenues	Oil & Gas	$3,457.25 		
WAVE PETROLEUM LLC	ONRR - Royalties	Gas	$24,218.38 		
WAVE PETROLEUM LLC	ONRR - Royalties	Oil	$99,589.50 		
WAVE PETROLEUM LLC	ONRR/BLM - Rents	Oil & Gas	$8,854.50 		
WBI HOLDINGS INC	ONRR - Other Revenues	Oil & Gas	$471,874.24 		
WBI HOLDINGS INC	ONRR - Royalties	Oil	$0.00 		
WBI HOLDINGS INC	ONRR/BLM - Rents	Oil & Gas	$131.50 		
WCM RESOURCES LLC	BLM - Permit Fees	Oil & Gas	$10.00 		
WCM RESOURCES LLC	ONRR/BLM - Bonus	Oil & Gas	$11,300,000.00 		
WCM RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	$780.00 		
WEATHERLY OIL & GAS LLC	BLM - Permit Fees	Oil & Gas	$215.00 		
WEATHERLY OIL & GAS LLC	ONRR - Other Revenues	Oil & Gas	$127,557.79 		
WEATHERLY OIL & GAS LLC	ONRR - Royalties	Gas	$308,209.15 		
WEATHERLY OIL & GAS LLC	ONRR - Royalties	Oil	$11,959.29 		
WELLMORE ENERGY CO LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$204,513.12 		
WELLS CARGO INC	BLM - Permit Fees	Mineral Materials	$429,688.89 		
WESCO MINERALS LLC	BLM - Permit Fees	Oil & Gas	$349,000.00 		
WEST LARGO CORP	ONRR - Royalties	Gas	$257,086.95 		
WEST PEQUOP PROJECT LLC	BLM - Permit Fees	Locatable Minerals	$210,955.00 		
WESTERN AMERICAN RESOURCES LLC	BLM - Permit Fees	Oil & Gas	$700.00 		
WESTERN AMERICAN RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	$16,734.00 		
WESTERN AMERICAN RESOURCES LLC	ONRR - Royalties	Oil	$33,996.99 		
WESTERN AMERICAN RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	$92,853.52 		
WESTERN EXPLORATION LLC	BLM - Permit Fees	Locatable Minerals	$159,588.00 		
WESTERN FUELS	ONRR - Other Revenues	Coal	$83,533.91 		
WESTERN FUELS	ONRR - Royalties	Coal	$16,897,784.11 		
WESTERN FUELS	ONRR/BLM - Rents	Coal	$56,301.65 		
WESTERN FUELS	OSMRE - AML Fees including Audits and Late Charges 	Coal	$2,458,599.93 		
WESTMORELAND COAL CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	$5,463,159.18 		
WESTMORELAND COAL COMPANY	ONRR - Other Revenues	Coal	$52,811.28 		
WESTMORELAND COAL COMPANY	ONRR - Royalties	Coal	$21,053,186.30 		
WESTMORELAND COAL COMPANY	ONRR/BLM - Rents	Coal	$129,903.00 		
WESTSTAR EXPLORATION CO	BLM - Permit Fees	Oil & Gas	$135,190.00 		
WEXPRO	BLM - Permit Fees	Oil & Gas	$196,950.00 		
WHISTLER ENERGY II LLC	ONRR - Other Revenues	Oil & Gas	$261.98 		
WHISTLER ENERGY II LLC	ONRR - Royalties	Gas	$315,612.38 		
WHISTLER ENERGY II LLC	ONRR - Royalties	Oil	$4,527,835.65 		
WHITE OAK OPERATING CO LLC	ONRR - Other Revenues	Oil & Gas	($2,083.55)		
WHITE OAK OPERATING CO LLC	ONRR - Royalties	Gas	$9,520.59 		
WHITE OAK OPERATING CO LLC	ONRR - Royalties	Oil	$120,264.30 		
WHITE PHILIP L	ONRR - Other Revenues	Oil & Gas	$184.60 		
WHITE PHILIP L	ONRR/BLM - Bonus	Oil & Gas	$392,480.00 		
WHITE PHILIP L	ONRR/BLM - Rents	Oil & Gas	$1,368.00 		
WHITE ROCK OIL & GAS	ONRR - Other Revenues	N/A	$486.00 		
WHITE ROCK OIL & GAS	ONRR - Other Revenues	Oil & Gas	$167,454.94 		
WHITE ROCK OIL & GAS	ONRR - Royalties	Gas	$215,476.49 		
WHITE ROCK OIL & GAS	ONRR - Royalties	Oil	$3,617,465.28 		
WHITE ROCK OIL & GAS	ONRR/BLM - Rents	Oil & Gas	$1,040.00 		
WHITING OIL AND GAS CORP	BLM - Permit Fees	Oil & Gas	$568,250.00 		
WHITING OIL AND GAS CORP	ONRR - Other Revenues	Oil & Gas	$3,364,783.93 		
WHITING OIL AND GAS CORP	ONRR - Royalties	Gas	$6,425,853.05 		
WHITING OIL AND GAS CORP	ONRR - Royalties	Oil	$24,635,938.64 		
WHITING OIL AND GAS CORP	ONRR/BLM - Rents	Oil & Gas	$52,856.00 		
WILMAT PETROLEUM CORP	BLM - Permit Fees	Locatable Minerals	$106,175.00 		
WK MINING (USA) LTD	BLM - Permit Fees	Locatable Minerals	$113,572.00 		
WOLD ENERGY PARTNERS LLC	BLM - Permit Fees	Oil & Gas	$94,935.00 		
WOLD ENERGY PARTNERS LLC	ONRR - Other Revenues	Oil & Gas	$28,468.03 		
WOLD ENERGY PARTNERS LLC	ONRR - Royalties	Gas	$490,190.71 		
WOLD ENERGY PARTNERS LLC	ONRR - Royalties	Oil	$1,883,837.70 		
WOLD ENERGY PARTNERS LLC	ONRR/BLM - Bonus	Oil & Gas	$20,540.00 		
WOLD ENERGY PARTNERS LLC	ONRR/BLM - Rents	Oil & Gas	$109,633.33 		
WOLD OIL PROPERTIES INC	ONRR - Royalties	Oil	$89,918.12 		
WOLD OIL PROPERTIES INC	ONRR/BLM - Bonus	Oil & Gas	$66,056.00 		
WOLD OIL PROPERTIES INC	ONRR/BLM - Rents	Oil & Gas	$25,750.50 		
WOLVERINE GAS & OIL CORP	BLM - Permit Fees	Oil & Gas	$48,230.00 		
WOLVERINE GAS & OIL CORP	ONRR - Other Revenues	Oil & Gas	($1,526.96)		
WOLVERINE GAS & OIL CORP	ONRR - Royalties	Oil	$8,308,295.62 		
WOLVERINE GAS & OIL CORP	ONRR/BLM - Rents	Oil & Gas	$49,551.96 		
WOODBURY RESOURCES LLC	ONRR/BLM - Bonus	Oil & Gas	$258,970.00 		
WOODBURY RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	$10,197.00 		
WPX ENERGY INC	BLM - Permit Fees	Oil & Gas	$683,529.00 		
WPX ENERGY INC	ONRR - Other Revenues	N/A	$243.00 		
WPX ENERGY INC	ONRR - Other Revenues	Oil & Gas	$1,707,342.37 		
WPX ENERGY INC	ONRR - Royalties	Gas	$24,049,862.09 		
WPX ENERGY INC	ONRR - Royalties	Oil	$23,943,754.75 		
WPX ENERGY INC	ONRR/BLM - Rents	Oil & Gas	$24,557.00 		
WULFENSTEIN CONSTRUCTION CO INC	BLM - Permit Fees	Mineral Materials	$146,615.67 		
WYO-BEN INC	BLM - Permit Fees	Locatable Minerals	$347,644.00 		
XERIC OIL & GAS CORP.	BLM - Permit Fees	Oil & Gas	$144,399.76 		
XINERGY LTD	OSMRE - AML Fees including Audits and Late Charges 	Coal	$229,699.37 		
YATES PETROLEUM CORP	ONRR - Other Revenues	Oil & Gas	$433,456.02 		
YATES PETROLEUM CORP	ONRR - Royalties	Gas	$7,956,427.65 		
YATES PETROLEUM CORP	ONRR - Royalties	Oil	$14,650,232.28 		
YATES PETROLEUM CORP	ONRR/BLM - Rents	Oil & Gas	$676,477.00 		
ZAVANNA LLC	BLM - Permit Fees	Oil & Gas	$1,520.00 		
ZAVANNA LLC	ONRR - Other Revenues	Oil & Gas	$655.80 		
ZAVANNA LLC	ONRR - Royalties	Gas	$40,295.66 		
ZAVANNA LLC	ONRR - Royalties	Oil	$600,695.47 		
