Company Name,Revenue Type,Commodity,Revenue,
SIGNAL HILL COMPANY LLC,Other Revenues,Oil & Gas,2692.56,
SIGNAL HILL COMPANY LLC,Rents,Oil & Gas,2222,
SIGNAL HILL COMPANY LLC,Royalties,Gas,3872.26,
SIGNAL HILL COMPANY LLC,Royalties,Oil,2470969.07,
SINCLAIR,Other Revenues,Oil & Gas,13070.64,
SINCLAIR,Rents,Oil & Gas,10032,
SINCLAIR,Royalties,Gas,29574.08,
SINCLAIR,Royalties,Oil,1109738.08,
SLAWSON EXPLORATION CO,Bonus,Oil & Gas,2713800,
SLAWSON EXPLORATION CO,Other Revenues,N/A,642,
SLAWSON EXPLORATION CO,Other Revenues,Oil & Gas,78104.53,
SLAWSON EXPLORATION CO,Rents,Oil & Gas,58593.5,
SLAWSON EXPLORATION CO,Royalties,Gas,509610.02,
SLAWSON EXPLORATION CO,Royalties,Oil,14591477.25,
SM ENERGY COMPANY,Bonus,Oil & Gas,6922650,
SM ENERGY COMPANY,Other Revenues,N/A,214,
SM ENERGY COMPANY,Other Revenues,Oil & Gas,608816.72,
SM ENERGY COMPANY,Rents,Oil & Gas,493065.5,
SM ENERGY COMPANY,Royalties,Gas,2495684.62,
SM ENERGY COMPANY,Royalties,Oil,14976478.95,
SNOW OIL & GAS INC,Royalties,Gas,34436.48,
SNOW OIL & GAS INC,Royalties,Oil,81950.16,
SOC RESOURCES INC,Royalties,Oil,498518.96,
SOJITZ ENERGY VENTURE INC,Inspection Fees,Oil & Gas,17000,
SOJITZ ENERGY VENTURE INC,Other Revenues,Oil & Gas,-482377.51,
SOJITZ ENERGY VENTURE INC,Rents,Oil & Gas,60,
SOJITZ ENERGY VENTURE INC,Royalties,Gas,72267.95,
SOJITZ ENERGY VENTURE INC,Royalties,Oil,9772553.58,
SOLVAY,Other Revenues,Phosphate,8325,
SOLVAY,Other Revenues,Sodium,52386,
SOLVAY,Rents,Phosphate,-2519,
SOLVAY,Rents,Sodium,18048,
SOLVAY,Royalties,Other Commodities,9561054.5,
SOMONT OIL COMPANY INC,Other Revenues,Oil & Gas,2325.86,
SOMONT OIL COMPANY INC,Rents,Oil & Gas,117,
SOMONT OIL COMPANY INC,Royalties,Gas,18749.39,
SOMONT OIL COMPANY INC,Royalties,Oil,147411.16,
SOUTHERN BAY OPERATING LLC,Other Revenues,Oil & Gas,3549.07,
SOUTHERN BAY OPERATING LLC,Rents,Oil & Gas,5939,
SOUTHERN BAY OPERATING LLC,Royalties,Oil,108643.51,
SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,Other Revenues,Oil & Gas,-102754.2,
SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,Royalties,Gas,5427848.08,
SOUTHWESTERN ENERGY PRODUCTION COMPANY,Bonus,Oil & Gas,0,
SOUTHWESTERN ENERGY PRODUCTION COMPANY,Other Revenues,Oil & Gas,17596.93,
SOUTHWESTERN ENERGY PRODUCTION COMPANY,Rents,Oil & Gas,338495.35,
SOUTHWESTERN ENERGY PRODUCTION COMPANY,Royalties,Gas,2217529.77,
SPOONER PETROLEUM COMPANY,Rents,Oil & Gas,852,
SPOONER PETROLEUM COMPANY,Royalties,Oil,113733.57,
STANDARD STEAM TRUST LLC,Other Revenues,N/A,6111,
STANDARD STEAM TRUST LLC,Rents,Geothermal,214944,
STATOIL,Bonus,Oil & Gas,106091454,
STATOIL,Inspection Fees,Oil & Gas,152500,
STATOIL,Other Revenues,N/A,436,
STATOIL,Other Revenues,Oil & Gas,-385477.73,
STATOIL,Rents,Oil & Gas,10063963.72,
STATOIL,Royalties,Gas,3023026.87,
STATOIL,Royalties,Oil,89584930.72,
STEPHENS & JOHNSON OPERATING COMPANY,Rents,Oil & Gas,0,
STEPHENS & JOHNSON OPERATING COMPANY,Royalties,Gas,1160.54,
STEPHENS & JOHNSON OPERATING COMPANY,Royalties,Oil,549949.95,
STEPHENS PRODUCTION COMPANY,Bonus,Oil & Gas,135090,
STEPHENS PRODUCTION COMPANY,Other Revenues,N/A,214,
STEPHENS PRODUCTION COMPANY,Other Revenues,Oil & Gas,-33758.22,
STEPHENS PRODUCTION COMPANY,Rents,Oil & Gas,130196.5,
STEPHENS PRODUCTION COMPANY,Royalties,Gas,490182.25,
STONE ENERGY,Bonus,Oil & Gas,40711693,
STONE ENERGY,Civil Penalties,N/A,35000,
STONE ENERGY,Inspection Fees,Oil & Gas,2051200,
STONE ENERGY,Other Revenues,Oil & Gas,2525738.84,
STONE ENERGY,Rents,Oil & Gas,2808191.5,
STONE ENERGY,Royalties,Gas,15153596.9,
STONE ENERGY,Royalties,Oil,108893401.57,
STORM CAT ENERGY,Other Revenues,Oil & Gas,47484.17,
STORM CAT ENERGY,Rents,Oil & Gas,49951.33,
STORM CAT ENERGY,Royalties,Gas,1471199.06,
STRACHAN EXPLORATION INC,Other Revenues,Oil & Gas,2918.26,
STRACHAN EXPLORATION INC,Rents,Oil & Gas,64462.5,
STRACHAN EXPLORATION INC,Royalties,Oil,147359.94,
STRANG JOHN P,Rents,Oil & Gas,182654,
STRATA PRODUCTION COMPANY,Other Revenues,Oil & Gas,6371.1,
STRATA PRODUCTION COMPANY,Royalties,Gas,195425.78,
STROUD EXPLORATION INC,Rents,Oil & Gas,400,
STROUD EXPLORATION INC,Royalties,Oil,307204.26,
SUMMIT ENERGY LLC,Royalties,Gas,35025.11,
SUMMIT ENERGY LLC,Royalties,Oil,74556.57,
SUMMIT GAS RESOURCES INC,Other Revenues,Oil & Gas,40864.08,
SUMMIT GAS RESOURCES INC,Rents,Oil & Gas,354322,
SUMMIT GAS RESOURCES INC,Royalties,Gas,510432.94,
SUMMIT OPERATING LLC,Other Revenues,Oil & Gas,1534.31,
SUMMIT OPERATING LLC,Rents,Oil & Gas,4400,
SUMMIT OPERATING LLC,Royalties,Gas,250028.79,
SUMMIT OPERATING LLC,Royalties,Oil,47359.47,
SUNSHINE VALLEY PETROLEUM CORP,Other Revenues,Oil & Gas,9990.69,
SUNSHINE VALLEY PETROLEUM CORP,Rents,Oil & Gas,6391,
SUNSHINE VALLEY PETROLEUM CORP,Royalties,Gas,98898.82,
SUNSHINE VALLEY PETROLEUM CORP,Royalties,Oil,473373.92,
SWANSON PRODUCTION CO LLC,Bonus,Oil & Gas,190645,
SWANSON PRODUCTION CO LLC,Rents,Oil & Gas,1354.5,
SYNERGY OPERATING LLC,Other Revenues,Oil & Gas,7747,
SYNERGY OPERATING LLC,Rents,Oil & Gas,3376,
SYNERGY OPERATING LLC,Royalties,Gas,100508.76,
SYNERGY OPERATING LLC,Royalties,Oil,66355.17,
T.H. MCELVAIN OIL & GAS,Other Revenues,Oil & Gas,20575.25,
T.H. MCELVAIN OIL & GAS,Rents,Oil & Gas,16605.5,
T.H. MCELVAIN OIL & GAS,Royalties,Gas,1553984.49,
T.H. MCELVAIN OIL & GAS,Royalties,Oil,216613.78,
TALOS ENERGY LLC,Civil Penalties,N/A,75000,
TALOS ENERGY LLC,Inspection Fees,Oil & Gas,1185000,
TALOS ENERGY LLC,Other Revenues,Oil & Gas,-882726.11,
TALOS ENERGY LLC,Rents,Oil & Gas,1664388,
TALOS ENERGY LLC,Royalties,Gas,5079902.65,
TALOS ENERGY LLC,Royalties,Oil,60645838.4,
TAMMANY OIL & GAS LLC,Inspection Fees,Oil & Gas,17000,
TAMMANY OIL & GAS LLC,Other Revenues,Oil & Gas,224104.97,
TAMMANY OIL & GAS LLC,Rents,Oil & Gas,75,
TAMMANY OIL & GAS LLC,Royalties,Gas,1652915.09,
TAMMANY OIL & GAS LLC,Royalties,Oil,2383121.47,
TANA EXPLORATION COMPANY LLC,Bonus,Oil & Gas,959917,
TANA EXPLORATION COMPANY LLC,Inspection Fees,Oil & Gas,1033400,
TANA EXPLORATION COMPANY LLC,Other Revenues,Oil & Gas,-38966.31,
TANA EXPLORATION COMPANY LLC,Rents,Oil & Gas,742474.75,
TANA EXPLORATION COMPANY LLC,Royalties,Gas,3552912.19,
TANA EXPLORATION COMPANY LLC,Royalties,Oil,14103076.35,
TANDEM ENERGY CORP,Other Revenues,Oil & Gas,1763.06,
TANDEM ENERGY CORP,Rents,Oil & Gas,440,
TANDEM ENERGY CORP,Royalties,Gas,12153.74,
TANDEM ENERGY CORP,Royalties,Oil,328965.98,
TAQA NORTH USA INC,Other Revenues,Oil & Gas,421.38,
TAQA NORTH USA INC,Rents,Oil & Gas,290,
TAQA NORTH USA INC,Royalties,Gas,6770.95,
TAQA NORTH USA INC,Royalties,Oil,768412.47,
TARPON,Bonus,Oil & Gas,417500,
TARPON,Inspection Fees,Oil & Gas,384350,
TARPON,Other Revenues,N/A,209.82,
TARPON,Other Revenues,Oil & Gas,107107.9,
TARPON,Rents,Oil & Gas,240020,
TARPON,Royalties,Gas,488316.57,
TARPON,Royalties,Oil,4116937.72,
TATA CHEMICALS PARTNERS,Other Revenues,Sodium,-109270.02,
TATA CHEMICALS PARTNERS,Rents,Sodium,-4822,
TATA CHEMICALS PARTNERS,Royalties,Other Commodities,7004012.98,
TDB RESOURCES LP,Bonus,Oil & Gas,4206000,
TDB RESOURCES LP,Rents,Oil & Gas,5112,
TENGASCO INC,Other Revenues,Oil & Gas,24195.48,
TENGASCO INC,Rents,Oil & Gas,35480,
TENGASCO INC,Royalties,Gas,74165.52,
TENGASCO INC,Royalties,Oil,10190.1,
TERRA-GEN POWER LLC,Other Revenues,Geothermal,175.29,
TERRA-GEN POWER LLC,Rents,Geothermal,213482,
TERRA-GEN POWER LLC,Royalties,Geothermal,2306650.29,
TETON RESOURCES LLC,Bonus,Oil & Gas,677136,
TETON RESOURCES LLC,Rents,Oil & Gas,22464,
TEXAS ENERGY ACQUISITIONS LP,Bonus,Oil & Gas,820238,
TEXAS ENERGY ACQUISITIONS LP,Rents,Oil & Gas,25228.5,
TEXAS PETROLEUM INVESTMENT COMPANY,Other Revenues,Oil & Gas,2152.79,
TEXAS PETROLEUM INVESTMENT COMPANY,Royalties,Gas,19639.46,
TEXAS PETROLEUM INVESTMENT COMPANY,Royalties,Oil,1014671.24,
TEXLAND PETROLEUM LP,Other Revenues,Oil & Gas,-784.44,
TEXLAND PETROLEUM LP,Rents,Oil & Gas,120,
TEXLAND PETROLEUM LP,Royalties,Gas,41852.52,
TEXLAND PETROLEUM LP,Royalties,Oil,488752.17,
TEXON LP,Other Revenues,Oil & Gas,-36500,
TEXON LP,Royalties,Gas,220384.94,
TEXON LP,Royalties,Oil,0,
THE ANSCHUTZ CORP,Other Revenues,N/A,214,
THE ANSCHUTZ CORP,Other Revenues,Oil & Gas,2962.33,
THE ANSCHUTZ CORP,Rents,Oil & Gas,16254,
THE ANSCHUTZ CORP,Royalties,Gas,183504.47,
THE ANSCHUTZ CORP,Royalties,Oil,39458.32,
THE BLANCO CO,Bonus,Oil & Gas,1026362,
THE BLANCO CO,Rents,Oil & Gas,26737.5,
THE MOSAIC COMPANY,Bonus,Potassium,936944,
THE MOSAIC COMPANY,Other Revenues,Phosphate,989,
THE MOSAIC COMPANY,Other Revenues,Potassium,79486.02,
THE MOSAIC COMPANY,Rents,Phosphate,0,
THE MOSAIC COMPANY,Rents,Potassium,-57062.5,
THE MOSAIC COMPANY,Royalties,Other Commodities,13197648.34,
THE TERMO COMPANY,Other Revenues,Oil & Gas,1583.55,
THE TERMO COMPANY,Rents,Oil & Gas,7970,
THE TERMO COMPANY,Royalties,Gas,80303.8,
THE TERMO COMPANY,Royalties,Oil,966252.76,
THOMAS DEVELOPMENT CORP,Bonus,Oil & Gas,3044570,
THOMAS DEVELOPMENT CORP,Rents,Oil & Gas,33081,
THOMPSON ENGR & PROD CORP,Other Revenues,Oil & Gas,31653.2,
THOMPSON ENGR & PROD CORP,Royalties,Gas,254034.02,
THOMPSON ENGR & PROD CORP,Royalties,Oil,19570.02,
THOMPSON J CLEO,Other Revenues,Oil & Gas,286.2,
THOMPSON J CLEO,Rents,Oil & Gas,3200,
THOMPSON J CLEO,Royalties,Gas,25550.57,
THOMPSON J CLEO,Royalties,Oil,267923.07,
THOROFARE RESOURCES INC,Other Revenues,Oil & Gas,1807.4,
THOROFARE RESOURCES INC,Rents,Oil & Gas,200,
THOROFARE RESOURCES INC,Royalties,Gas,28756.88,
THOROFARE RESOURCES INC,Royalties,Oil,136773.48,
THUNDERBIRD ENERGY LLC,Bonus,Oil & Gas,173530,
THUNDERBIRD ENERGY LLC,Rents,Oil & Gas,3718.5,
TIDEWATER OIL & GAS COMPANY LLC,Other Revenues,Oil & Gas,1144,
TIDEWATER OIL & GAS COMPANY LLC,Rents,Oil & Gas,128328.5,
TIDEWATER OIL & GAS COMPANY LLC,Royalties,Oil,8435.01,
TIMBERLINE PROD COMPANY,Other Revenues,Oil & Gas,1140.11,
TIMBERLINE PROD COMPANY,Rents,Oil & Gas,12501,
TIMBERLINE PROD COMPANY,Royalties,Oil,334361.95,
TOTAL E&P USA INC,Other Revenues,Oil & Gas,-0.01,
TOTAL E&P USA INC,Rents,Oil & Gas,640,
TOTAL E&P USA INC,Royalties,Gas,1523131.29,
TOTAL E&P USA INC,Royalties,Oil,47998040.14,
TRACKER RESOURCE DEVELOPMENT,Bonus,Oil & Gas,1064000,
TRACKER RESOURCE DEVELOPMENT,Other Revenues,Oil & Gas,1110,
TRACKER RESOURCE DEVELOPMENT,Rents,Oil & Gas,5102.5,
TRAPPER MINING INC,Rents,Coal,15873,
TRAPPER MINING INC,Royalties,Coal,5101769.58,
TRIDENT USA CORP,Rents,Oil & Gas,345578,
TRISTAR PRODUCER SERVICES,Other Revenues,Oil & Gas,2.76,
TRISTAR PRODUCER SERVICES,Royalties,Gas,214109.93,
TRUE OIL,Other Revenues,Oil & Gas,60949.16,
TRUE OIL,Rents,Oil & Gas,82952.5,
TRUE OIL,Royalties,Gas,300532.19,
TRUE OIL,Royalties,Oil,9609409.53,
TRUJILLO ANN M,Bonus,Oil & Gas,1407000,
TRUJILLO ANN M,Rents,Oil & Gas,46359,
TURLOCK IRRIGATION DISTRICT,Other Revenues,Oil & Gas,0,
TURLOCK IRRIGATION DISTRICT,Royalties,Gas,514239.52,
TURNER PETROLEUM LAND SERVICES INC,Bonus,Oil & Gas,824274.5,
TURNER PETROLEUM LAND SERVICES INC,Rents,Oil & Gas,5800.5,
ULTRA PETROLEUM,Other Revenues,Oil & Gas,671847.34,
ULTRA PETROLEUM,Rents,Oil & Gas,8698.5,
ULTRA PETROLEUM,Royalties,Gas,83092625.98,
ULTRA PETROLEUM,Royalties,Oil,18538768.94,
UNIT PETROLEUM COMPANY,Other Revenues,Oil & Gas,-13506.28,
UNIT PETROLEUM COMPANY,Rents,Oil & Gas,3084,
UNIT PETROLEUM COMPANY,Royalties,Gas,338028.39,
UNIT PETROLEUM COMPANY,Royalties,Oil,471491.3,
UNITED SALT CORP,Royalties,Other Commodities,241962.29,
URBAN OIL AND GAS LLC,Other Revenues,Oil & Gas,1394.27,
URBAN OIL AND GAS LLC,Royalties,Gas,127138.89,
URBAN OIL AND GAS LLC,Royalties,Oil,194822.68,
URSA OPERATING COMPANY LLC,Other Revenues,Oil & Gas,75202.01,
URSA OPERATING COMPANY LLC,Royalties,Gas,450105.36,
URSA OPERATING COMPANY LLC,Royalties,Oil,188934.75,
VALDUS ENERGY LLC,Bonus,Oil & Gas,569500,
VALDUS ENERGY LLC,Rents,Oil & Gas,405,
VANGUARD NATURAL RESOURCES LLC,Other Revenues,N/A,214,
VANGUARD NATURAL RESOURCES LLC,Other Revenues,Oil & Gas,618654.9,
VANGUARD NATURAL RESOURCES LLC,Rents,Oil & Gas,169093.25,
VANGUARD NATURAL RESOURCES LLC,Royalties,Gas,5119428.02,
VANGUARD NATURAL RESOURCES LLC,Royalties,Oil,6950161.6,
VANGUARD NATURAL RESOURCES LLC,Royalties,Other Commodities,8813.15,
VAQUERO ENERGY,Bonus,Oil & Gas,34817,
VAQUERO ENERGY,Other Revenues,Oil & Gas,2724.58,
VAQUERO ENERGY,Rents,Oil & Gas,28081,
VAQUERO ENERGY,Royalties,Gas,443291.33,
VAQUERO ENERGY,Royalties,Oil,19075.29,
VECTA OIL & GAS LTD,Bonus,Oil & Gas,151440,
VECTA OIL & GAS LTD,Rents,Oil & Gas,42488.5,
VENARI OFFSHORE LLC,Bonus,Oil & Gas,67811424,
VENARI OFFSHORE LLC,Rents,Oil & Gas,633600,
VENOCO INC,Other Revenues,Oil & Gas,29476.85,
VENOCO INC,Rents,Oil & Gas,14961,
VENOCO INC,Royalties,Gas,280569.53,
VENOCO INC,Royalties,Oil,20194762.23,
VENTURE OIL & GAS INC,Royalties,Oil,197478.92,
VERNON E FAULCONER INC,Other Revenues,Oil & Gas,3993.15,
VERNON E FAULCONER INC,Royalties,Gas,279161.86,
VERNON E FAULCONER INC,Royalties,Oil,58594.04,
VIRGINIA ELECTRIC AND POWER COMPANY,Bonus,Wind,1600000,
VIRGINIA ELECTRIC AND POWER COMPANY,Rents,Wind,169198,
W & T OFFSHORE INC,Bonus,Oil & Gas,392000,
W & T OFFSHORE INC,Civil Penalties,N/A,210000,
W & T OFFSHORE INC,Inspection Fees,Oil & Gas,651500,
W & T OFFSHORE INC,Other Revenues,Oil & Gas,1765934.47,
W & T OFFSHORE INC,Rents,Oil & Gas,1480254,
W & T OFFSHORE INC,Royalties,Gas,30006815.42,
W & T OFFSHORE INC,Royalties,Oil,82110870.91,
W & T OFFSHORE INC,Royalties,Other Commodities,115.24,
WAGNER OIL COMPANY,Royalties,Gas,31998.34,
WAGNER OIL COMPANY,Royalties,Oil,255398.39,
WALTER OIL & GAS CORP,Bonus,Oil & Gas,2822500,
WALTER OIL & GAS CORP,Inspection Fees,Oil & Gas,581400,
WALTER OIL & GAS CORP,Other Revenues,Oil & Gas,-3386358.21,
WALTER OIL & GAS CORP,Rents,Oil & Gas,1061005.55,
WALTER OIL & GAS CORP,Royalties,Gas,19895285.67,
WALTER OIL & GAS CORP,Royalties,Oil,64813255.48,
WARD PETROLEUM CORP,Other Revenues,Oil & Gas,728.07,
WARD PETROLEUM CORP,Rents,Oil & Gas,208,
WARD PETROLEUM CORP,Royalties,Gas,67690.3,
WARD PETROLEUM CORP,Royalties,Oil,136731.47,
WARD WILLISTON COMPANY,Other Revenues,Oil & Gas,297.24,
WARD WILLISTON COMPANY,Royalties,Oil,119765.8,
WARREN RESOURCES INC,Other Revenues,Oil & Gas,33267.09,
WARREN RESOURCES INC,Rents,Oil & Gas,80591.12,
WARREN RESOURCES INC,Royalties,Gas,1600088.82,
WARREN RESOURCES INC,Royalties,Oil,5315.76,
WBI HOLDINGS INC,Bonus,Oil & Gas,5120,
WBI HOLDINGS INC,Other Revenues,Oil & Gas,173467.83,
WBI HOLDINGS INC,Rents,Oil & Gas,154274.25,
WBI HOLDINGS INC,Royalties,Gas,3817541.47,
WBI HOLDINGS INC,Royalties,Oil,11211196.57,
WEST AMERICAN ENERGY CORP,Other Revenues,Oil & Gas,3074.78,
WEST AMERICAN ENERGY CORP,Royalties,Gas,381.48,
WEST AMERICAN ENERGY CORP,Royalties,Oil,441983.09,
WEST LARGO CORP,Royalties,Gas,384281.64,
WESTERN AMERICAN RESOURCES LLC,Bonus,Oil & Gas,1510,
WESTERN AMERICAN RESOURCES LLC,Other Revenues,Oil & Gas,14028,
WESTERN AMERICAN RESOURCES LLC,Rents,Oil & Gas,162512,
WESTERN AMERICAN RESOURCES LLC,Royalties,Oil,131165.78,
WESTERN FUELS,Other Revenues,Coal,-13744.2,
WESTERN FUELS,Rents,Coal,60483,
WESTERN FUELS,Royalties,Coal,4218242.04,
WESTMORELAND COAL COMPANY,Other Revenues,Coal,11321.06,
WESTMORELAND COAL COMPANY,Rents,Coal,77187,
WESTMORELAND COAL COMPANY,Royalties,Coal,25566749.75,
WHISTLER ENERGY II LLC,Royalties,Gas,9667.25,
WHISTLER ENERGY II LLC,Royalties,Oil,354198.93,
WHITE OAK OPERATING COMPANY LLC,Inspection Fees,Oil & Gas,34000,
WHITE OAK OPERATING COMPANY LLC,Other Revenues,Oil & Gas,7495.72,
WHITE OAK OPERATING COMPANY LLC,Royalties,Gas,27826.76,
WHITE OAK OPERATING COMPANY LLC,Royalties,Oil,615489.16,
WHITE PHILIP L,Bonus,Oil & Gas,126450,
WHITE PHILIP L,Rents,Oil & Gas,21234.5,
WHITING OIL AND GAS CORP,Other Revenues,Oil & Gas,526226.82,
WHITING OIL AND GAS CORP,Rents,Oil & Gas,408444.75,
WHITING OIL AND GAS CORP,Royalties,Gas,4332418.73,
WHITING OIL AND GAS CORP,Royalties,Oil,29904606.18,
WILBANKS RESERVE CORP,Other Revenues,Oil & Gas,3419.37,
WILBANKS RESERVE CORP,Rents,Oil & Gas,300,
WILBANKS RESERVE CORP,Royalties,Gas,14426,
WILBANKS RESERVE CORP,Royalties,Oil,654177.32,
WINDSOR ENERGY GROUP LLC,Other Revenues,Oil & Gas,53162.18,
WINDSOR ENERGY GROUP LLC,Royalties,Gas,889751.09,
WINDSOR ENERGY GROUP LLC,Royalties,Oil,245372,
WITMAC OIL & GAS,Rents,Oil & Gas,126177,
WOLD OIL PROPERTIES INC,Bonus,Oil & Gas,5785,
WOLD OIL PROPERTIES INC,Other Revenues,Oil & Gas,15079.98,
WOLD OIL PROPERTIES INC,Rents,Oil & Gas,66334.5,
WOLD OIL PROPERTIES INC,Royalties,Gas,751873.44,
WOLD OIL PROPERTIES INC,Royalties,Oil,235359.93,
WOLVERINE GAS & OIL CORP,Rents,Oil & Gas,184183,
WOLVERINE GAS & OIL CORP,Royalties,Oil,22998779.82,
WOODSIDE ENERGY (USA) INC,Other Revenues,Oil & Gas,5792.8,
WOODSIDE ENERGY (USA) INC,Rents,Oil & Gas,1428480,
WOODSIDE ENERGY (USA) INC,Royalties,Gas,568286.2,
WOODSIDE ENERGY (USA) INC,Royalties,Oil,11171718.35,
WOODSTONE RESOURCES LLC,Bonus,Oil & Gas,148200,
WOODSTONE RESOURCES LLC,Rents,Oil & Gas,248181,
WPX ENERGY INC,Other Revenues,N/A,214,
WPX ENERGY INC,Other Revenues,Oil & Gas,1183403.78,
WPX ENERGY INC,Rents,Oil & Gas,154045,
WPX ENERGY INC,Royalties,Gas,81911452.35,
WPX ENERGY INC,Royalties,Oil,6163514.57,
WPX ENERGY INC,Royalties,Other Commodities,2860.35,
XOG OPERATING LLC,Other Revenues,Oil & Gas,2300,
XOG OPERATING LLC,Rents,Oil & Gas,160,
XOG OPERATING LLC,Royalties,Gas,124603.46,
YATES PETROLEUM CORP,Bonus,Oil & Gas,832173,
YATES PETROLEUM CORP,Other Revenues,Oil & Gas,329204.46,
YATES PETROLEUM CORP,Rents,Oil & Gas,1392062.5,
YATES PETROLEUM CORP,Royalties,Gas,15306060.18,
YATES PETROLEUM CORP,Royalties,Oil,22236287.12,
YELLOWSTONE EXPLORATION LLC,Bonus,Oil & Gas,233700,
YELLOWSTONE EXPLORATION LLC,Rents,Oil & Gas,28.5,
ZAVANNA LLC,Other Revenues,Oil & Gas,2767.99,
ZAVANNA LLC,Rents,Oil & Gas,26,
ZAVANNA LLC,Royalties,Gas,32601.06,
ZAVANNA LLC,Royalties,Oil,901094.32,
ZENERGY OPERATING COMPANY LLC,Other Revenues,Oil & Gas,4387.01,
ZENERGY OPERATING COMPANY LLC,Rents,Oil & Gas,9130,
ZENERGY OPERATING COMPANY LLC,Royalties,Gas,86086.86,
ZENERGY OPERATING COMPANY LLC,Royalties,Oil,525348.34,
ZONE EXPLORATION INC,Rents,Oil & Gas,107365.5,
