Company	Revenue Type	Commodity	Revenue	
STROUD EXPLORATION INC	ONRR/BLM - Rents	Oil & Gas	4989	
SUGAR CAMP ENERGY LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	1618118.08	
SUMMIT GAS RESOURCES INC	BLM - Permit Fees	Oil & Gas	341936	
SUMMIT OPERATING LLC	ONRR - Other Revenues	N/A	436	
SUMMIT OPERATING LLC	ONRR - Other Revenues	Oil & Gas	31933.08	
SUMMIT OPERATING LLC	ONRR - Royalties	Gas	82719.46	
SUMMIT OPERATING LLC	ONRR - Royalties	Oil	2883	
SUMMIT OPERATING LLC	ONRR/BLM - Rents	Oil & Gas	288121	
SUNDANCE ENERGY INC	ONRR - Royalties	Gas	105403.74	
SUNDANCE ENERGY INC	ONRR - Royalties	Oil	241745.32	
SUNDANCE ENERGY INC	ONRR/BLM - Bonus	Oil & Gas	1222614	
SUNDANCE ENERGY INC	ONRR/BLM - Rents	Oil & Gas	2418	
SUNRISE COAL LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	847402.89	
SUNSHINE VALLEY PETROLEUM CORP	ONRR - Other Revenues	Oil & Gas	14170.31	
SUNSHINE VALLEY PETROLEUM CORP	ONRR - Royalties	Gas	24574.33	
SUNSHINE VALLEY PETROLEUM CORP	ONRR - Royalties	Oil	496101.39	
SUNSHINE VALLEY PETROLEUM CORP	ONRR/BLM - Rents	Oil & Gas	27817.5	
SUPERIOR READY MIX	BLM - Permit Fees	Mineral Materials	152678	
SUPERIOR READY MIX CONCRETE LP	BLM - Permit Fees	Mineral Materials	135249.87	
SYNERGY OFFSHORE LLC	ONRR - Other Revenues	Oil & Gas	14712	
SYNERGY OFFSHORE LLC	ONRR - Royalties	Gas	41503.13	
SYNERGY OFFSHORE LLC	ONRR - Royalties	Oil	368036.44	
SYNERGY OFFSHORE LLC	ONRR/BLM - Rents	Oil & Gas	3485	
TACITUS LLC	BLM - Permit Fees	Oil & Gas	6110	
TACITUS LLC	ONRR/BLM - Bonus	Oil & Gas	203300	
TACITUS LLC	ONRR/BLM - Rents	Oil & Gas	109305	
TALLGRASS ENERGY PARTNERS LP	ONRR - Other Revenues	Oil & Gas	42510.38	
TALLGRASS ENERGY PARTNERS LP	ONRR - Royalties	Gas	114584.87	
TALOS ENERGY LLC	ONRR - Civil Penalties	N/A	20000	
TALOS ENERGY LLC	ONRR - Inspection Fees	Oil & Gas	2474100	
TALOS ENERGY LLC	ONRR - Other Revenues	N/A	1126.49	
TALOS ENERGY LLC	ONRR - Other Revenues	Oil & Gas	8305501.74	
TALOS ENERGY LLC	ONRR - Royalties	Gas	13985239.57	
TALOS ENERGY LLC	ONRR - Royalties	Oil	162875262.5	
TALOS ENERGY LLC	ONRR/BLM - Bonus	Oil & Gas	4678321	
TALOS ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	1270886	
TAMRA MINING COMPANY LLC	BLM - Permit Fees	Locatable Minerals	512585	
TAP ROCK OPERATING LLC	BLM - Permit Fees	Oil & Gas	290710	
TAP ROCK OPERATING LLC	ONRR - Other Revenues	Oil & Gas	177545.68	
TAP ROCK OPERATING LLC	ONRR - Royalties	Gas	87403.37	
TAP ROCK OPERATING LLC	ONRR - Royalties	Oil	458364.8	
TAP ROCK OPERATING LLC	ONRR/BLM - Bonus	Oil & Gas	118317280	
TAP ROCK OPERATING LLC	ONRR/BLM - Rents	Oil & Gas	17912	
TAPSTONE ENERGY LLC	BLM - Permit Fees	Oil & Gas	190	
TAPSTONE ENERGY LLC	ONRR - Royalties	Gas	90765.61	
TAPSTONE ENERGY LLC	ONRR - Royalties	Oil	34534.37	
TARPON	ONRR - Inspection Fees	Oil & Gas	85000	
TARPON	ONRR - Other Revenues	Oil & Gas	-9653.34	
TARPON	ONRR - Royalties	Gas	-36251.48	
TARPON	ONRR - Royalties	Oil	547761.95	
TATA CHEMICALS	ONRR - Other Revenues	Sodium	28929.86	
TATA CHEMICALS	ONRR - Royalties	Other Commodities	2263853.5	
TATA CHEMICALS	ONRR/BLM - Rents	Sodium	201	
TECK AMERICAN INCORPORATED	BLM - Permit Fees	Locatable Minerals	125682	
TELLUS OPERATING GROUP LLC	ONRR - Royalties	Gas	12356.74	
TELLUS OPERATING GROUP LLC	ONRR - Royalties	Oil	239496.62	
TEMA OIL AND GAS CO	ONRR - Royalties	Gas	6842.91	
TEMA OIL AND GAS CO	ONRR - Royalties	Oil	96724.5	
TEMA OIL AND GAS CO	ONRR/BLM - Rents	Oil & Gas	140	
TEMPLAR ENERGY  LLC	ONRR - Other Revenues	Oil & Gas	10576.63	
TEMPLAR ENERGY  LLC	ONRR - Royalties	Gas	364098.26	
TEMPLAR ENERGY  LLC	ONRR - Royalties	Oil	272747.7	
TEOCALI ENERGY LLC	BLM - Permit Fees	Oil & Gas	27440	
TEOCALI ENERGY LLC	ONRR - Other Revenues	Oil & Gas	160	
TEOCALI ENERGY LLC	ONRR/BLM - Bonus	Oil & Gas	113398	
TEOCALI ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	1441.5	
TERRA ENERGYPARTNERS	BLM - Permit Fees	Oil & Gas	1143180	
TERRA ENERGYPARTNERS	ONRR - Other Revenues	Oil & Gas	1217890.85	
TERRA ENERGYPARTNERS	ONRR - Royalties	Gas	46453410.5	
TERRA ENERGYPARTNERS	ONRR - Royalties	Oil	2844908.67	
TERRA ENERGYPARTNERS	ONRR - Royalties	Other Commodities	29297.19	
TERRA ENERGYPARTNERS	ONRR/BLM - Rents	Oil & Gas	30469.5	
TERRA-GEN POWER LLC	ONRR - Other Revenues	Geothermal	102.58	
TERRA-GEN POWER LLC	ONRR - Royalties	Geothermal	2902414.6	
TEXAS PETROLEUM INVESTMENT CO	ONRR - Other Revenues	Oil & Gas	3932.58	
TEXAS PETROLEUM INVESTMENT CO	ONRR - Royalties	Gas	4373.73	
TEXAS PETROLEUM INVESTMENT CO	ONRR - Royalties	Oil	830033.86	
TEZAK HEAVY EQUIPMENT	BLM - Permit Fees	Mineral Materials	352380.46	
THE ALLAR CO	BLM - Permit Fees	Oil & Gas	320	
THE ALLAR CO	ONRR - Other Revenues	Oil & Gas	2880	
THE ALLAR CO	ONRR/BLM - Bonus	Oil & Gas	149040	
THE ALLAR CO	ONRR/BLM - Rents	Oil & Gas	9542	
THE ANSCHUTZ CORP	ONRR - Other Revenues	Oil & Gas	77677.47	
THE ANSCHUTZ CORP	ONRR - Royalties	Gas	485100.5	
THE ANSCHUTZ CORP	ONRR - Royalties	Oil	4966692.23	
THE ANSCHUTZ CORP	ONRR/BLM - Rents	Oil & Gas	180198.5	
THE AVANGRID FOUNDATION	ONRR/BLM - Rents	Wind	367215	
THE COTEAU PROPERTIES CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	1131843.2	
THE FALKIRK MINING CO	BLM - Permit Fees	Coal	10509.38	
THE FALKIRK MINING CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	672286.64	
THE MOSAIC CO	ONRR - Other Revenues	Phosphate	156458	
THE MOSAIC CO	ONRR - Royalties	Other Commodities	5083134.8	
THE MOSAIC CO	ONRR/BLM - Bonus	Phosphate	10000	
THE MOSAIC CO	ONRR/BLM - Rents	Phosphate	101	
THE MUHLENBERG COUNTY COAL CO LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	104736.58	
THE NORTH AMERICAN COAL CORP	OSMRE - AML Fees including Audits and Late Charges 	Coal	196343.36	
THE RENCO GROUP INC	ONRR - Other Revenues	Hardrock	29706.49	
THE RENCO GROUP INC	ONRR - Royalties	Other Commodities	9095436.85	
THE RENCO GROUP INC	ONRR/BLM - Rents	Hardrock	-52.66	
THE ROSEWOOD CORP	ONRR - Other Revenues	Oil & Gas	45446.43	
THE ROSEWOOD CORP	ONRR - Royalties	Gas	175468.92	
THE ROSEWOOD CORP	ONRR - Royalties	Oil	5557.19	
THE ROSEWOOD CORP	ONRR/BLM - Rents	Oil & Gas	5586	
THE SABINE MINING CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	330150.64	
THE TERMO CO	ONRR - Other Revenues	Oil & Gas	12397.38	
THE TERMO CO	ONRR - Royalties	Gas	41252.39	
THE TERMO CO	ONRR - Royalties	Oil	325536.88	
THE TERMO CO	ONRR/BLM - Rents	Oil & Gas	2005	
THE WESTERN KENTUCKY COAL CO LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	175440.91	
THE WOLD COMPANIES	BLM - Permit Fees	Oil & Gas	152895	
THE WOLD COMPANIES	ONRR - Other Revenues	Oil & Gas	9103.81	
THE WOLD COMPANIES	ONRR - Royalties	Gas	582253.68	
THE WOLD COMPANIES	ONRR - Royalties	Oil	3187494.3	
THE WOLD COMPANIES	ONRR/BLM - Rents	Oil & Gas	90567.15	
THOMPSON CREEK MINING COMPANY ATTN BERT DOUGHTY	BLM - Permit Fees	Locatable Minerals	170035	
THOMPSON ENGR & PROD CORP	ONRR - Other Revenues	Oil & Gas	-74723.2	
THOMPSON ENGR & PROD CORP	ONRR - Royalties	Gas	453069.3	
THOMPSON ENGR & PROD CORP	ONRR - Royalties	Oil	120318.29	
THREE FORKS RESOURCES LLC	BLM - Permit Fees	Oil & Gas	2185	
THREE FORKS RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	667	
THREE FORKS RESOURCES LLC	ONRR - Royalties	Gas	97509.8	
THUNDER BASIN RESOURCES LLC	BLM - Permit Fees	Oil & Gas	106990	
THUNDER BASIN RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	1736.93	
THUNDER BASIN RESOURCES LLC	ONRR - Royalties	Oil	29623.12	
THUNDER BASIN RESOURCES LLC	ONRR/BLM - Bonus	Oil & Gas	791968	
THUNDER BASIN RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	131357	
TIERRA OIL COMPANY LLC	ONRR/BLM - Bonus	Oil & Gas	152480	
TIERRA OIL COMPANY LLC	ONRR/BLM - Rents	Oil & Gas	1028	
TITAN RESOURCES LIMITED	ONRR - Other Revenues	Oil & Gas	-185207.5	
TITAN RESOURCES LIMITED	ONRR - Royalties	Gas	79179.83	
TITAN RESOURCES LIMITED	ONRR - Royalties	Oil	43979.19	
TITAN RESOURCES LIMITED	ONRR/BLM - Bonus	Oil & Gas	7052324	
TITAN RESOURCES LIMITED	ONRR/BLM - Rents	Oil & Gas	8938.5	
TITUS OIL & GAS	BLM - Permit Fees	Oil & Gas	127270	
TOLSA WYOMING BENTONITE CORP	BLM - Permit Fees	Locatable Minerals	170965	
TOPCO OFFSHORE LLC	ONRR/BLM - Bonus	Oil & Gas	271103	
TOPCO OFFSHORE LLC	ONRR/BLM - Rents	Oil & Gas	68670	
TOTAL PETROCHEMICALS AND REFINING USA INC	ONRR - Other Revenues	Oil & Gas	1745.12	
TOTAL PETROCHEMICALS AND REFINING USA INC	ONRR/BLM - Rents	Oil & Gas	1180800	
TOTAL SA	ONRR - Other Revenues	Oil & Gas	4486.53	
TOTAL SA	ONRR - Royalties	Gas	1780338.36	
TOTAL SA	ONRR - Royalties	Oil	40792700.06	
TOTAL SA	ONRR/BLM - Bonus	Oil & Gas	20907311	
TOTAL SA	ONRR/BLM - Rents	Oil & Gas	1307340	
TOTO HOLDING GROUP	ONRR/BLM - Rents	Wind	789180	
TRANSWORLD SYSTEMS PETROLEUM INC	ONRR - Royalties	Oil	123654.62	
TRIMETALS MINING INC	BLM - Permit Fees	Locatable Minerals	105555	
TRIMONT ENERGY LTD	ONRR - Inspection Fees	Oil & Gas	582000	
TRIMONT ENERGY LTD	ONRR - Other Revenues	Oil & Gas	3585.25	
TRIMONT ENERGY LTD	ONRR - Royalties	Gas	21494.6	
TRIMONT ENERGY LTD	ONRR - Royalties	Oil	1285987.01	
TRIMONT ENERGY LTD	ONRR/BLM - Rents	Oil & Gas	1995	
TROVE ENERGY LLC	BLM - Permit Fees	Oil & Gas	31735	
TROVE ENERGY LLC	ONRR/BLM - Bonus	Oil & Gas	1281448	
TROVE ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	7837	
TRT HOLDINGS INC	ONRR - Civil Penalties	N/A	27250	
TRT HOLDINGS INC	ONRR - Inspection Fees	Oil & Gas	214500	
TRT HOLDINGS INC	ONRR - Other Revenues	Oil & Gas	47859.62	
TRT HOLDINGS INC	ONRR - Royalties	Gas	1148587.66	
TRT HOLDINGS INC	ONRR - Royalties	Oil	4793068.31	
TRT HOLDINGS INC	ONRR/BLM - Rents	Oil & Gas	870	
TRUE OIL	BLM - Permit Fees	Oil & Gas	29160	
TRUE OIL	ONRR - Other Revenues	Oil & Gas	37070.45	
TRUE OIL	ONRR - Royalties	Gas	256692.88	
TRUE OIL	ONRR - Royalties	Oil	5730489.93	
TRUE OIL	ONRR/BLM - Bonus	Oil & Gas	300999	
TRUE OIL	ONRR/BLM - Rents	Oil & Gas	19496.5	
TUNNEL RIDGE LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	772120.07	
TURLOCK IRRIGATION DISTRICT	ONRR - Other Revenues	Oil & Gas	-403.68	
TURLOCK IRRIGATION DISTRICT	ONRR - Royalties	Gas	142238.16	
TWIN EAGLE CRUDE & LEASEHOLD GATHERING	ONRR - Other Revenues	Oil & Gas	152.38	
TWIN EAGLE CRUDE & LEASEHOLD GATHERING	ONRR - Royalties	Oil	529314.14	
TWIN METALS MINNESOTA LLC	BLM - Permit Fees	Other Leasable Minerals	240000	
TWIN METALS MINNESOTA LLC	ONRR/BLM - Rents	Hardrock	522.5	
ULTRA PETROLEUM	ONRR - Other Revenues	Oil & Gas	2117.05	
ULTRA PETROLEUM	ONRR - Royalties	Gas	102649306.5	
ULTRA PETROLEUM	ONRR - Royalties	Oil	24534657.57	
ULTRA PETROLEUM	ONRR/BLM - Rents	Oil & Gas	3902	
ULTRA RESOURCES INC	BLM - Permit Fees	Oil & Gas	364230	
UNIT PETROLEUM CO	BLM - Permit Fees	Oil & Gas	95	
UNIT PETROLEUM CO	ONRR - Other Revenues	Oil & Gas	3267.09	
UNIT PETROLEUM CO	ONRR - Royalties	Gas	60641.56	
UNIT PETROLEUM CO	ONRR - Royalties	Oil	135843.55	
UNIT PETROLEUM CO	ONRR/BLM - Rents	Oil & Gas	72	
UNITED SALT CORP	ONRR - Royalties	Other Commodities	398316.83	
URANERZ ENERGY CORP	BLM - Permit Fees	Locatable Minerals	258850	
URANIUM ENERGY CORP	BLM - Permit Fees	Locatable Minerals	155090	
URANIUM ONE AMERICAS INC	BLM - Permit Fees	Locatable Minerals	659680	
URBAN OIL AND GAS LLC	ONRR - Other Revenues	N/A	2909	
URBAN OIL AND GAS LLC	ONRR - Other Revenues	Oil & Gas	49224.34	
URBAN OIL AND GAS LLC	ONRR - Royalties	Gas	1249652.36	
URBAN OIL AND GAS LLC	ONRR - Royalties	Oil	199805.89	
URBAN OIL AND GAS LLC	ONRR/BLM - Rents	Oil & Gas	27202	
UR-ENERGY CORP	BLM - Permit Fees	Locatable Minerals	382075	
URSA OPERATING CO LLC	BLM - Permit Fees	Oil & Gas	713925	
URSA OPERATING CO LLC	ONRR - Other Revenues	Oil & Gas	-51588.14	
URSA OPERATING CO LLC	ONRR - Royalties	Gas	1716142.11	
URSA OPERATING CO LLC	ONRR - Royalties	Oil	199805.65	
URSA OPERATING CO LLC	ONRR/BLM - Bonus	Oil & Gas	149712	
URSA OPERATING CO LLC	ONRR/BLM - Rents	Oil & Gas	22826.5	
US GEOTHERMAL INC	ONRR - Other Revenues	Geothermal	7680	
US GEOTHERMAL INC	ONRR - Other Revenues	N/A	352	
US GEOTHERMAL INC	ONRR/BLM - Rents	Geothermal	102909	
US GOLD ACQUISITION CORPORATION	BLM - Permit Fees	Locatable Minerals	420303	
US OIL & GAS PLC	ONRR/BLM - Bonus	Oil & Gas	16716	
US OIL & GAS PLC	ONRR/BLM - Rents	Oil & Gas	121434.5	
USIBELLI COAL MINE INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	242808.39	
UTAH GAS OP LTD	BLM - Permit Fees	Oil & Gas	8230	
UTAH GAS OP LTD	ONRR - Other Revenues	Oil & Gas	69420.08	
UTAH GAS OP LTD	ONRR - Royalties	Gas	3448141.13	
UTAH GAS OP LTD	ONRR - Royalties	Oil	564008.27	
UTAH GAS OP LTD	ONRR/BLM - Rents	Oil & Gas	18633.75	
VANGUARD NATURAL RESOURCES INC	ONRR - Other Revenues	Oil & Gas	112345.48	
VANGUARD NATURAL RESOURCES INC	ONRR - Royalties	Gas	22362399.44	
VANGUARD NATURAL RESOURCES INC	ONRR - Royalties	Oil	3563629.67	
VANGUARD NATURAL RESOURCES INC	ONRR - Royalties	Other Commodities	3969.11	
VANGUARD NATURAL RESOURCES INC	ONRR/BLM - Rents	Oil & Gas	23723.5	
VAQUERO ENERGY	ONRR - Other Revenues	Oil & Gas	2192.12	
VAQUERO ENERGY	ONRR - Royalties	Oil	680167.42	
VAQUERO ENERGY	ONRR/BLM - Rents	Oil & Gas	8492	
VAR ENERGI AS	ONRR - Inspection Fees	Oil & Gas	276200	
VAR ENERGI AS	ONRR - Other Revenues	N/A	430.22	
VAR ENERGI AS	ONRR - Other Revenues	Oil & Gas	243608.37	
VAR ENERGI AS	ONRR - Royalties	Gas	5028220.02	
VAR ENERGI AS	ONRR - Royalties	Oil	29785126.57	
VAR ENERGI AS	ONRR/BLM - Rents	Oil & Gas	1082190	
VENARI OFFSHORE LLC	ONRR - Other Revenues	Oil & Gas	176.9	
VENARI OFFSHORE LLC	ONRR/BLM - Rents	Oil & Gas	956160	
VENOCO LLC	ONRR - Inspection Fees	Oil & Gas	63000	
VENOCO LLC	ONRR - Other Revenues	Oil & Gas	3760.35	
VENOCO LLC	ONRR - Royalties	Gas	26222.37	
VENOCO LLC	ONRR - Royalties	Oil	254559.62	
VENOCO LLC	ONRR/BLM - Rents	Oil & Gas	960	
VERMILION ENERGY USA	BLM - Permit Fees	Oil & Gas	39160	
VERMILION ENERGY USA	ONRR - Other Revenues	Oil & Gas	-12761.8	
VERMILION ENERGY USA	ONRR - Royalties	Gas	259563.57	
VERMILION ENERGY USA	ONRR - Royalties	Oil	1774793.21	
VERMILION ENERGY USA	ONRR/BLM - Rents	Oil & Gas	78363	
VERNON E FAULCONER INC	ONRR - Other Revenues	N/A	436	
VERNON E FAULCONER INC	ONRR - Other Revenues	Oil & Gas	-605.52	
VERNON E FAULCONER INC	ONRR - Royalties	Gas	143613.36	
VERNON E FAULCONER INC	ONRR - Royalties	Oil	27201.87	
VIGO COAL OPERATING CO LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	318210.9	
VINCENT A CARUSO JR AGENT FOR	ONRR/BLM - Bonus	Oil & Gas	13820240	
VINCENT A CARUSO JR AGENT FOR	ONRR/BLM - Rents	Oil & Gas	360	
VIRGIN OIL COMPANY INC	ONRR - Inspection Fees	Oil & Gas	280000	
VIRGIN OIL COMPANY INC	ONRR - Other Revenues	N/A	31502.71	
VIRGIN OIL COMPANY INC	ONRR - Other Revenues	Oil & Gas	3442.29	
VIRGIN OIL COMPANY INC	ONRR/BLM - Rents	Oil & Gas	35000	
VULCAN MATERIALS CO	BLM - Permit Fees	Mineral Materials	363359.11	
W & T OFFSHORE INC	ONRR - Inspection Fees	Oil & Gas	1923300	
W & T OFFSHORE INC	ONRR - Other Revenues	N/A	76.92	
W & T OFFSHORE INC	ONRR - Other Revenues	Oil & Gas	1480333.51	
W & T OFFSHORE INC	ONRR - Royalties	Gas	16783251.6	
W & T OFFSHORE INC	ONRR - Royalties	Oil	77065082.09	
W & T OFFSHORE INC	ONRR - Royalties	Other Commodities	133.13	
W & T OFFSHORE INC	ONRR/BLM - Bonus	Oil & Gas	1615250	
W & T OFFSHORE INC	ONRR/BLM - Rents	Oil & Gas	855642	
WALNUT CREEK MINING CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	164603.2	
WALTER OIL & GAS CORP	ONRR - Inspection Fees	Oil & Gas	687200	
WALTER OIL & GAS CORP	ONRR - Other Revenues	N/A	220.87	
WALTER OIL & GAS CORP	ONRR - Other Revenues	Oil & Gas	610823.71	
WALTER OIL & GAS CORP	ONRR - Royalties	Gas	12644152.89	
WALTER OIL & GAS CORP	ONRR - Royalties	Oil	73955186.08	
WALTER OIL & GAS CORP	ONRR/BLM - Bonus	Oil & Gas	6049450	
WALTER OIL & GAS CORP	ONRR/BLM - Rents	Oil & Gas	550431	
WAPITI ENERGY	ONRR - Other Revenues	Oil & Gas	12814.63	
WAPITI ENERGY	ONRR - Royalties	Gas	830463.12	
WAPITI ENERGY	ONRR - Royalties	Oil	278521.72	
WAPITI ENERGY	ONRR/BLM - Bonus	Oil & Gas	145893	
WAPITI ENERGY	ONRR/BLM - Rents	Oil & Gas	29583.5	
WAPITI OPERATING LLC	BLM - Permit Fees	Oil & Gas	340000	
WAPITI UTAH LLC	BLM - Permit Fees	Oil & Gas	9510	
WAPITI UTAH LLC	ONRR - Other Revenues	Oil & Gas	21993.06	
WAPITI UTAH LLC	ONRR - Royalties	Gas	730030.23	
WAPITI UTAH LLC	ONRR - Royalties	Oil	54181.59	
WARREN RESOURCES INC	BLM - Permit Fees	Oil & Gas	2547	
WARREN RESOURCES INC	ONRR - Other Revenues	Oil & Gas	-2241.77	
WARREN RESOURCES INC	ONRR - Royalties	Gas	834512.67	
WARREN RESOURCES INC	ONRR/BLM - Rents	Oil & Gas	69611	
WARRIOR COAL LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	433784.97	
WARRIOR MET COAL MINING LLC	ONRR - Royalties	Gas	9075.67	
WARRIOR MET COAL MINING LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	781195.97	
WEATHERLY OIL & GAS LLC	ONRR - Other Revenues	Oil & Gas	1300.23	
WEATHERLY OIL & GAS LLC	ONRR - Royalties	Gas	1313743.07	
WEATHERLY OIL & GAS LLC	ONRR - Royalties	Oil	42682.99	
WEBSTER COUNTY COAL LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	316291.04	
WELLMORE ENERGY CO LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	188445.21	
WELLS CARGO INC	BLM - Permit Fees	Mineral Materials	867071.23	
WELLS PETROLEUM INC	BLM - Permit Fees	Oil & Gas	640	
WELLS PETROLEUM INC	ONRR/BLM - Bonus	Oil & Gas	438784	
WELLS PETROLEUM INC	ONRR/BLM - Rents	Oil & Gas	8529	
WEST LARGO CORP	ONRR - Other Revenues	Oil & Gas	5587.57	
WEST LARGO CORP	ONRR - Royalties	Gas	258226.9	
WEST PEQUOP PROJECT LLC	BLM - Permit Fees	Locatable Minerals	210955	
WESTERN AMERICAN RESOURCES LLC	BLM - Permit Fees	Oil & Gas	32680	
WESTERN AMERICAN RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	15360	
WESTERN AMERICAN RESOURCES LLC	ONRR - Royalties	Gas	6533.71	
WESTERN AMERICAN RESOURCES LLC	ONRR - Royalties	Oil	133963.74	
WESTERN AMERICAN RESOURCES LLC	ONRR/BLM - Bonus	Oil & Gas	34252	
WESTERN AMERICAN RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	38813	
WESTERN EXPLORATION INC	BLM - Permit Fees	Locatable Minerals	109895	
WESTERN FUELS	ONRR - Royalties	Coal	5470210.12	
WESTERN FUELS	ONRR/BLM - Rents	Coal	20148	
WESTERN FUELS	OSMRE - AML Fees including Audits and Late Charges 	Coal	1611215.76	
WESTERN GENERAL INC	ONRR - Royalties	Oil	107705.76	
WESTMORELAND COAL CO	ONRR - Other Revenues	Coal	29019.22	
WESTMORELAND COAL CO	ONRR - Royalties	Coal	27038700.15	
WESTMORELAND COAL CO	ONRR/BLM - Rents	Coal	123423	
WESTMORELAND COAL CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	3375343.14	
WESTWATER RESOURCES INC	BLM - Permit Fees	Locatable Minerals	286381	
WHITE EAGLE EXPLORATION INC	ONRR/BLM - Bonus	Oil & Gas	160400	
WHITE EAGLE EXPLORATION INC	ONRR/BLM - Rents	Oil & Gas	44079.5	
WHITE PHILIP L	ONRR - Other Revenues	Oil & Gas	792.64	
WHITE PHILIP L	ONRR/BLM - Bonus	Oil & Gas	1376015	
WHITE PHILIP L	ONRR/BLM - Rents	Oil & Gas	11437.5	
WHITE ROCK OIL & GAS	BLM - Permit Fees	Oil & Gas	14115	
WHITE ROCK OIL & GAS	ONRR - Other Revenues	Oil & Gas	188915.83	
WHITE ROCK OIL & GAS	ONRR - Royalties	Gas	241789.05	
WHITE ROCK OIL & GAS	ONRR - Royalties	Oil	4627448.35	
WHITING PETROLEUM CORP	BLM - Permit Fees	Oil & Gas	500700	
WHITING PETROLEUM CORP	ONRR - Other Revenues	N/A	729	
WHITING PETROLEUM CORP	ONRR - Other Revenues	Oil & Gas	-2115825.54	
WHITING PETROLEUM CORP	ONRR - Royalties	Gas	5529094.26	
WHITING PETROLEUM CORP	ONRR - Royalties	Oil	18839172.65	
WHITING PETROLEUM CORP	ONRR/BLM - Rents	Oil & Gas	39821.5	
WILLIAMSON ENERGY LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	790714.33	
WILMAT PETROLEUM CORP	BLM - Permit Fees	Locatable Minerals	106175	
WK MINING (USA) LTD	BLM - Permit Fees	Locatable Minerals	114593	
WOLF RUN MINING LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	152333.78	
WOLVERINE GAS & OIL CORP	BLM - Permit Fees	Oil & Gas	68530	
WOLVERINE GAS & OIL CORP	ONRR - Royalties	Oil	10814591.03	
WOLVERINE GAS & OIL CORP	ONRR/BLM - Rents	Oil & Gas	47062	
WOODBURY RESOURCES LLC	BLM - Permit Fees	Oil & Gas	2060	
WOODBURY RESOURCES LLC	ONRR/BLM - Bonus	Oil & Gas	229856	
WOODBURY RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	18360	
WPX ENERGY INC	BLM - Permit Fees	Oil & Gas	957260	
WPX ENERGY INC	ONRR - Other Revenues	Oil & Gas	-94711.56	
WPX ENERGY INC	ONRR - Royalties	Gas	12097575.73	
WPX ENERGY INC	ONRR - Royalties	Oil	28547657.81	
WPX ENERGY INC	ONRR/BLM - Rents	Oil & Gas	8532	
WYO-BEN INC	BLM - Permit Fees	Locatable Minerals	346572	
YATES INDUSTRIES LLC	ONRR - Royalties	Oil	52653.14	
YATES INDUSTRIES LLC	ONRR/BLM - Bonus	Oil & Gas	1976	
YATES INDUSTRIES LLC	ONRR/BLM - Rents	Oil & Gas	68419.5	
YUMA ENERGY INC	ONRR - Other Revenues	Oil & Gas	4765.39	
YUMA ENERGY INC	ONRR - Royalties	Oil	103394.5	
YUMA ENERGY INC	ONRR/BLM - Rents	Oil & Gas	300	
ZAVANNA LLC	BLM - Permit Fees	Oil & Gas	475	
ZAVANNA LLC	ONRR - Other Revenues	Oil & Gas	441	
ZAVANNA LLC	ONRR - Royalties	Gas	47177.87	
ZAVANNA LLC	ONRR - Royalties	Oil	404895.87	
ZDS-HARRINGTON SW ENERGY LTD	ONRR - Other Revenues	Oil & Gas	105.18	
ZDS-HARRINGTON SW ENERGY LTD	ONRR - Royalties	Gas	109414.07	
ZDS-HARRINGTON SW ENERGY LTD	ONRR - Royalties	Oil	6363.98	
